Priority,WorkOrder,capable_resource_groups,idle_minutes,ETA,DueDate,Delay,DelayWithoutIdleTime,TimeDifference
311,WO116943-30,69,211,2024-03-20 09:07:00.000,2024-04-16 00:00:00.000,-27 days +09:07:00,-27 days +05:36:00,0 days 03:31:00
319,WO116944-10,84,21402,2023-12-20 10:55:00.000,2024-04-24 00:00:00.000,-126 days +10:55:00,-141 days +14:13:00,14 days 20:42:00
319,WO116944-20,3,11819,2024-01-24 06:45:00.000,2024-04-24 00:00:00.000,-91 days +06:45:00,-99 days +01:46:00,8 days 04:59:00
319,WO116945-10,84,21402,2023-12-20 10:55:00.000,2024-04-24 00:00:00.000,-126 days +10:55:00,-141 days +14:13:00,14 days 20:42:00
319,WO116945-20,3,11789,2024-01-23 15:00:00.000,2024-04-24 00:00:00.000,-92 days +15:00:00,-100 days +10:31:00,8 days 04:29:00
271,WO116947-10,24,3998,2023-12-19 08:15:00.000,2024-01-15 00:00:00.000,-27 days +08:15:00,-30 days +13:37:00,2 days 18:38:00
271,WO116947-20,69,870,2023-12-20 14:29:00.000,2024-01-15 00:00:00.000,-26 days +14:29:00,-27 days +23:59:00,0 days 14:30:00
311,WO116948-10,38,5536,2023-12-12 09:50:00.000,2024-04-16 00:00:00.000,-126 days +09:50:00,-130 days +13:34:00,3 days 20:16:00
319,WO116949-10,84,20096,2023-12-19 11:40:00.000,2024-04-24 00:00:00.000,-127 days +11:40:00,-141 days +12:44:00,13 days 22:56:00
319,WO116949-20,3,11790,2024-01-23 07:00:00.000,2024-04-24 00:00:00.000,-92 days +07:00:00,-100 days +02:30:00,8 days 04:30:00
319,WO116950-10,84,20126,2023-12-19 12:10:00.000,2024-04-24 00:00:00.000,-127 days +12:10:00,-141 days +12:44:00,13 days 23:26:00
319,WO116951-10,84,20146,2023-12-19 12:30:00.000,2024-04-24 00:00:00.000,-127 days +12:30:00,-141 days +12:44:00,13 days 23:46:00
319,WO116952-10,84,18996,2023-12-18 16:51:00.000,2024-04-24 00:00:00.000,-128 days +16:51:00,-141 days +12:15:00,13 days 04:36:00
319,WO116953-10,84,18860,2023-12-18 14:35:00.000,2024-04-24 00:00:00.000,-128 days +14:35:00,-141 days +12:15:00,13 days 02:20:00
319,WO116953-20,3,11837,2024-01-22 12:12:00.000,2024-04-24 00:00:00.000,-93 days +12:12:00,-101 days +06:55:00,8 days 05:17:00
319,WO116954-10,84,18876,2023-12-18 15:21:00.000,2024-04-24 00:00:00.000,-128 days +15:21:00,-141 days +12:45:00,13 days 02:36:00
319,WO116955-10,84,19816,2023-12-19 07:00:00.000,2024-04-24 00:00:00.000,-127 days +07:00:00,-141 days +12:44:00,13 days 18:16:00
319,WO116955-20,3,12016,2024-01-22 14:52:00.000,2024-04-24 00:00:00.000,-93 days +14:52:00,-101 days +06:36:00,8 days 08:16:00
319,WO116956-10,84,18950,2023-12-18 15:10:00.000,2024-04-24 00:00:00.000,-128 days +15:10:00,-141 days +11:20:00,13 days 03:50:00
319,WO116956-20,3,12022,2024-01-22 14:22:00.000,2024-04-24 00:00:00.000,-93 days +14:22:00,-101 days +06:00:00,8 days 08:22:00
319,WO116957-10,84,20176,2023-12-19 13:05:00.000,2024-04-24 00:00:00.000,-127 days +13:05:00,-141 days +12:49:00,14 days 00:16:00
319,WO116957-20,3,11765,2024-01-23 08:00:00.000,2024-04-24 00:00:00.000,-92 days +08:00:00,-100 days +03:55:00,8 days 04:05:00
319,WO116958-10,84,20156,2023-12-19 12:40:00.000,2024-04-24 00:00:00.000,-127 days +12:40:00,-141 days +12:44:00,13 days 23:56:00
319,WO116958-20,3,11760,2024-01-23 07:30:00.000,2024-04-24 00:00:00.000,-92 days +07:30:00,-100 days +03:30:00,8 days 04:00:00
319,WO116959-10,84,19876,2023-12-19 12:00:00.000,2024-04-24 00:00:00.000,-127 days +12:00:00,-141 days +16:44:00,13 days 19:16:00
318,WO116960-10,30,19044,2024-01-22 14:15:00.000,2024-04-16 00:00:00.000,-85 days +14:15:00,-98 days +08:51:00,13 days 05:24:00
317,WO116961-10,30,17466,2024-01-18 12:10:00.000,2024-04-16 00:00:00.000,-89 days +12:10:00,-101 days +09:04:00,12 days 03:06:00
320,WO116962-10,67,852,2024-02-09 10:45:00.000,2024-04-24 00:00:00.000,-75 days +10:45:00,-76 days +20:33:00,0 days 14:12:00
319,WO116963-10,84,21522,2023-12-20 14:37:00.000,2024-04-24 00:00:00.000,-126 days +14:37:00,-141 days +15:55:00,14 days 22:42:00
320,WO116964-10,16|17,406,2024-01-08 06:32:00.000,2024-04-24 00:00:00.000,-107 days +06:32:00,-108 days +23:46:00,0 days 06:46:00
320,WO116964-20,9,10158,2024-02-05 15:00:00.000,2024-04-24 00:00:00.000,-79 days +15:00:00,-86 days +13:42:00,7 days 01:18:00
320,WO116965-10,16|17,476,2024-01-01 09:33:00.000,2024-04-24 00:00:00.000,-114 days +09:33:00,-114 days +01:37:00,0 days 07:56:00
320,WO116965-20,9,13224,2024-02-07 11:15:00.000,2024-04-24 00:00:00.000,-77 days +11:15:00,-86 days +06:51:00,9 days 04:24:00
320,WO116966-10,84,23989,2023-12-22 09:20:00.000,2024-04-24 00:00:00.000,-124 days +09:20:00,-141 days +17:31:00,16 days 15:49:00
320,WO116967-10,36,5766,2023-12-12 13:50:00.000,,,,
320,WO116968-10,84,23959,2023-12-22 08:30:00.000,2024-04-24 00:00:00.000,-124 days +08:30:00,-141 days +17:11:00,16 days 15:19:00
320,WO116969-10,36,5806,2023-12-12 14:20:00.000,2024-04-24 00:00:00.000,-134 days +14:20:00,-138 days +13:34:00,4 days 00:46:00
320,WO116970-10,84,23989,2023-12-22 10:30:00.000,2024-04-24 00:00:00.000,-124 days +10:30:00,-141 days +18:41:00,16 days 15:49:00
320,WO116971-10,36,5836,2023-12-13 06:35:00.000,2024-04-24 00:00:00.000,-133 days +06:35:00,-137 days +05:19:00,4 days 01:16:00
319,WO116972-10,84,22688,2023-12-21 11:20:00.000,2024-04-24 00:00:00.000,-125 days +11:20:00,-141 days +17:12:00,15 days 18:08:00
319,WO116972-20,3,11519,2024-01-24 11:25:00.000,2024-04-24 00:00:00.000,-91 days +11:25:00,-99 days +11:26:00,7 days 23:59:00
319,WO116973-10,84,19906,2023-12-19 08:30:00.000,2024-04-24 00:00:00.000,-127 days +08:30:00,-141 days +12:44:00,13 days 19:46:00
319,WO116974-10,84,22518,2023-12-21 08:50:00.000,2024-04-24 00:00:00.000,-125 days +08:50:00,-141 days +17:32:00,15 days 15:18:00
319,WO116975-10,84,20186,2023-12-19 13:10:00.000,2024-04-24 00:00:00.000,-127 days +13:10:00,-141 days +12:44:00,14 days 00:26:00
319,WO116976-10,84,22718,2023-12-21 11:14:00.000,2024-04-24 00:00:00.000,-125 days +11:14:00,-141 days +16:36:00,15 days 18:38:00
319,WO116977-10,84,22850,2023-12-21 12:32:00.000,2024-04-24 00:00:00.000,-125 days +12:32:00,-141 days +15:42:00,15 days 20:50:00
319,WO116978-10,84,22963,2023-12-21 14:25:00.000,2024-04-24 00:00:00.000,-125 days +14:25:00,-141 days +15:42:00,15 days 22:43:00
319,WO116979-10,84,22993,2023-12-21 14:55:00.000,2024-04-24 00:00:00.000,-125 days +14:55:00,-141 days +15:42:00,15 days 23:13:00
319,WO116980-10,84,20056,2023-12-19 11:10:00.000,2024-04-24 00:00:00.000,-127 days +11:10:00,-141 days +12:54:00,13 days 22:16:00
319,WO116981-10,84,19816,2023-12-19 07:30:00.000,2024-04-24 00:00:00.000,-127 days +07:30:00,-141 days +13:14:00,13 days 18:16:00
319,WO116981-20,3,11856,2024-01-22 13:52:00.000,2024-04-24 00:00:00.000,-93 days +13:52:00,-101 days +08:16:00,8 days 05:36:00
319,WO116982-10,84,23083,2023-12-21 16:35:00.000,2024-04-24 00:00:00.000,-125 days +16:35:00,-141 days +15:52:00,16 days 00:43:00
319,WO116983-10,84,19936,2023-12-19 10:30:00.000,2024-04-24 00:00:00.000,-127 days +10:30:00,-141 days +14:14:00,13 days 20:16:00
319,WO116984-10,84,19846,2023-12-19 08:00:00.000,2024-04-24 00:00:00.000,-127 days +08:00:00,-141 days +13:14:00,13 days 18:46:00
319,WO116985-10,84,21740,2023-12-20 17:03:00.000,2024-04-24 00:00:00.000,-126 days +17:03:00,-141 days +14:43:00,15 days 02:20:00
319,WO116986-10,84,21356,2023-12-20 14:03:00.000,2024-04-24 00:00:00.000,-126 days +14:03:00,-141 days +18:07:00,14 days 19:56:00
319,WO116987-10,84,21342,2023-12-20 10:25:00.000,2024-04-24 00:00:00.000,-126 days +10:25:00,-141 days +14:43:00,14 days 19:42:00
319,WO116987-20,3,11789,2024-01-23 14:30:00.000,2024-04-24 00:00:00.000,-92 days +14:30:00,-100 days +10:01:00,8 days 04:29:00
319,WO116988-10,84,22802,2023-12-21 12:02:00.000,2024-04-24 00:00:00.000,-125 days +12:02:00,-141 days +16:00:00,15 days 20:02:00
319,WO116988-20,3,11537,2024-01-24 11:55:00.000,2024-04-24 00:00:00.000,-91 days +11:55:00,-99 days +11:38:00,8 days 00:17:00
319,WO116989-10,84,21462,2023-12-20 12:25:00.000,2024-04-24 00:00:00.000,-126 days +12:25:00,-141 days +14:43:00,14 days 21:42:00
319,WO116989-20,3,11760,2024-01-24 07:45:00.000,2024-04-24 00:00:00.000,-91 days +07:45:00,-99 days +03:45:00,8 days 04:00:00
319,WO116990-10,84,22993,2023-12-21 14:55:00.000,2024-04-24 00:00:00.000,-125 days +14:55:00,-141 days +15:42:00,15 days 23:13:00
319,WO116990-20,3,11454,2024-01-24 13:25:00.000,2024-04-24 00:00:00.000,-91 days +13:25:00,-99 days +14:31:00,7 days 22:54:00
319,WO116991-10,84,21222,2023-12-20 07:55:00.000,2024-04-24 00:00:00.000,-126 days +07:55:00,-141 days +14:13:00,14 days 17:42:00
319,WO116991-20,3,11819,2024-01-23 12:30:00.000,2024-04-24 00:00:00.000,-92 days +12:30:00,-100 days +07:31:00,8 days 04:59:00
319,WO116992-10,84,21252,2023-12-20 08:25:00.000,2024-04-24 00:00:00.000,-126 days +08:25:00,-141 days +14:13:00,14 days 18:12:00
319,WO116993-10,84,21222,2023-12-20 07:55:00.000,2024-04-24 00:00:00.000,-126 days +07:55:00,-141 days +14:13:00,14 days 17:42:00
319,WO116994-10,84,22808,2023-12-21 12:00:00.000,2024-04-24 00:00:00.000,-125 days +12:00:00,-141 days +15:52:00,15 days 20:08:00
319,WO116994-20,3,11569,2024-01-24 12:55:00.000,2024-04-24 00:00:00.000,-91 days +12:55:00,-99 days +12:06:00,8 days 00:49:00
319,WO116995-10,84,22848,2023-12-21 12:32:00.000,2024-04-24 00:00:00.000,-125 days +12:32:00,-141 days +15:44:00,15 days 20:48:00
319,WO116997-10,84,21252,2023-12-20 08:25:00.000,2024-04-24 00:00:00.000,-126 days +08:25:00,-141 days +14:13:00,14 days 18:12:00
319,WO116997-20,3,11819,2024-01-23 13:00:00.000,2024-04-24 00:00:00.000,-92 days +13:00:00,-100 days +08:01:00,8 days 04:59:00
319,WO116998-10,84,21282,2023-12-20 08:55:00.000,2024-04-24 00:00:00.000,-126 days +08:55:00,-141 days +14:13:00,14 days 18:42:00
319,WO116999-10,84,23023,2023-12-21 15:25:00.000,2024-04-24 00:00:00.000,-125 days +15:25:00,-141 days +15:42:00,15 days 23:43:00
319,WO117000-10,84,21690,2023-12-20 16:03:00.000,2024-04-24 00:00:00.000,-126 days +16:03:00,-141 days +14:33:00,15 days 01:30:00
319,WO117000-20,3,11689,2024-01-24 09:05:00.000,2024-04-24 00:00:00.000,-91 days +09:05:00,-99 days +06:16:00,8 days 02:49:00
319,WO117001-10,84,21620,2023-12-20 15:13:00.000,2024-04-24 00:00:00.000,-126 days +15:13:00,-141 days +14:53:00,15 days 00:20:00
319,WO117001-20,3,11652,2024-01-24 08:25:00.000,2024-04-24 00:00:00.000,-91 days +08:25:00,-99 days +06:13:00,8 days 02:12:00
319,WO117002-10,84,22518,2023-12-21 07:40:00.000,2024-04-24 00:00:00.000,-125 days +07:40:00,-141 days +16:22:00,15 days 15:18:00
319,WO117002-20,3,11659,2024-01-24 09:45:00.000,2024-04-24 00:00:00.000,-91 days +09:45:00,-99 days +07:26:00,8 days 02:19:00
319,WO117003-10,84,22588,2023-12-21 08:40:00.000,2024-04-24 00:00:00.000,-125 days +08:40:00,-141 days +16:12:00,15 days 16:28:00
319,WO117003-20,3,11639,2024-01-24 10:25:00.000,2024-04-24 00:00:00.000,-91 days +10:25:00,-99 days +08:26:00,8 days 01:59:00
319,WO117004-10,84,21654,2023-12-20 15:07:00.000,2024-04-24 00:00:00.000,-126 days +15:07:00,-141 days +14:13:00,15 days 00:54:00
319,WO117005-10,84,21266,2023-12-20 08:39:00.000,2024-04-24 00:00:00.000,-126 days +08:39:00,-141 days +14:13:00,14 days 18:26:00
319,WO117006-10,84,20420,2023-12-19 17:09:00.000,2024-04-24 00:00:00.000,-127 days +17:09:00,-141 days +12:49:00,14 days 04:20:00
319,WO117006-20,3,11814,2024-01-23 11:00:00.000,2024-04-24 00:00:00.000,-92 days +11:00:00,-100 days +06:06:00,8 days 04:54:00
319,WO117007-10,84,20306,2023-12-19 15:10:00.000,2024-04-24 00:00:00.000,-127 days +15:10:00,-141 days +12:44:00,14 days 02:26:00
319,WO117007-20,3,11790,2024-01-23 10:30:00.000,2024-04-24 00:00:00.000,-92 days +10:30:00,-100 days +06:00:00,8 days 04:30:00
319,WO117008-10,84,21296,2023-12-20 09:09:00.000,2024-04-24 00:00:00.000,-126 days +09:09:00,-141 days +14:13:00,14 days 18:56:00
319,WO117009-10,84,21312,2023-12-20 09:25:00.000,2024-04-24 00:00:00.000,-126 days +09:25:00,-141 days +14:13:00,14 days 19:12:00
319,WO117010-10,84,21312,2023-12-20 09:25:00.000,2024-04-24 00:00:00.000,-126 days +09:25:00,-141 days +14:13:00,14 days 19:12:00
319,WO117011-10,84,21326,2023-12-20 09:39:00.000,2024-04-24 00:00:00.000,-126 days +09:39:00,-141 days +14:13:00,14 days 19:26:00
319,WO117012-10,84,21282,2023-12-20 08:55:00.000,2024-04-24 00:00:00.000,-126 days +08:55:00,-141 days +14:13:00,14 days 18:42:00
319,WO117012-20,3,11819,2024-01-23 13:30:00.000,2024-04-24 00:00:00.000,-92 days +13:30:00,-100 days +08:31:00,8 days 04:59:00
319,WO117013-10,84,22648,2023-12-21 09:20:00.000,2024-04-24 00:00:00.000,-125 days +09:20:00,-141 days +15:52:00,15 days 17:28:00
319,WO117014-10,84,22658,2023-12-21 09:50:00.000,2024-04-24 00:00:00.000,-125 days +09:50:00,-141 days +16:12:00,15 days 17:38:00
319,WO117015-10,84,23053,2023-12-21 15:55:00.000,2024-04-24 00:00:00.000,-125 days +15:55:00,-141 days +15:42:00,16 days 00:13:00
319,WO117016-10,84,22880,2023-12-21 13:02:00.000,2024-04-24 00:00:00.000,-125 days +13:02:00,-141 days +15:42:00,15 days 21:20:00
319,WO117017-10,84,20455,2023-12-20 06:54:00.000,2024-04-24 00:00:00.000,-126 days +06:54:00,-140 days +01:59:00,14 days 04:55:00
319,WO117017-20,3,11820,2024-01-23 11:30:00.000,2024-04-24 00:00:00.000,-92 days +11:30:00,-100 days +06:30:00,8 days 05:00:00
319,WO117018-10,84,20336,2023-12-20 06:55:00.000,2024-04-24 00:00:00.000,-126 days +06:55:00,-140 days +03:59:00,14 days 02:56:00
319,WO117019-10,84,21177,2023-12-20 07:25:00.000,2024-04-24 00:00:00.000,-126 days +07:25:00,-141 days +14:28:00,14 days 16:57:00
319,WO117020-10,84,21221,2023-12-20 08:09:00.000,2024-04-24 00:00:00.000,-126 days +08:09:00,-141 days +14:28:00,14 days 17:41:00
319,WO117021-10,84,20216,2023-12-19 13:40:00.000,2024-04-24 00:00:00.000,-127 days +13:40:00,-141 days +12:44:00,14 days 00:56:00
319,WO117021-20,3,11790,2024-01-23 09:00:00.000,2024-04-24 00:00:00.000,-92 days +09:00:00,-100 days +04:30:00,8 days 04:30:00
319,WO117022-10,84,20211,2023-12-19 13:40:00.000,2024-04-24 00:00:00.000,-127 days +13:40:00,-141 days +12:49:00,14 days 00:51:00
319,WO117022-20,3,11760,2024-01-23 08:30:00.000,2024-04-24 00:00:00.000,-92 days +08:30:00,-100 days +04:30:00,8 days 04:00:00
319,WO117023-10,84,21191,2023-12-20 07:24:00.000,2024-04-24 00:00:00.000,-126 days +07:24:00,-141 days +14:13:00,14 days 17:11:00
319,WO117023-20,3,11820,2024-01-23 12:00:00.000,2024-04-24 00:00:00.000,-92 days +12:00:00,-100 days +07:00:00,8 days 05:00:00
319,WO117024-10,84,21192,2023-12-20 07:25:00.000,2024-04-24 00:00:00.000,-126 days +07:25:00,-141 days +14:13:00,14 days 17:12:00
319,WO117025-10,36,5666,2023-12-12 12:00:00.000,2024-04-24 00:00:00.000,-134 days +12:00:00,-138 days +13:34:00,3 days 22:26:00
319,WO117025-20,83,0,2023-12-12 12:52:00.000,2024-04-24 00:00:00.000,-134 days +12:52:00,-134 days +12:52:00,0 days 00:00:00
319,WO117026-10,36,5726,2023-12-12 13:10:00.000,2024-04-24 00:00:00.000,-134 days +13:10:00,-138 days +13:44:00,3 days 23:26:00
319,WO117027-10,36,5696,2023-12-12 12:30:00.000,2024-04-24 00:00:00.000,-134 days +12:30:00,-138 days +13:34:00,3 days 22:56:00
319,WO117027-20,83,0,2023-12-12 13:22:00.000,2024-04-24 00:00:00.000,-134 days +13:22:00,-134 days +13:22:00,0 days 00:00:00
243,WO117031-10,91,22832,2024-02-01 13:59:00.000,2023-12-22 00:00:00.000,41 days 13:59:00,25 days 17:27:00,15 days 20:32:00
242,WO117032-10,91,22832,2024-02-01 13:59:00.000,2023-12-22 00:00:00.000,41 days 13:59:00,25 days 17:27:00,15 days 20:32:00
319,WO117033-10,2|1,436,2024-01-24 13:06:00.000,2024-04-24 00:00:00.000,-91 days +13:06:00,-91 days +05:50:00,0 days 07:16:00
319,WO117034-10,84,20246,2023-12-19 14:40:00.000,2024-04-24 00:00:00.000,-127 days +14:40:00,-141 days +13:14:00,14 days 01:26:00
319,WO117034-20,3,11760,2024-01-23 10:00:00.000,2024-04-24 00:00:00.000,-92 days +10:00:00,-100 days +06:00:00,8 days 04:00:00
319,WO117035-10,84,20246,2023-12-19 14:34:00.000,2024-04-24 00:00:00.000,-127 days +14:34:00,-141 days +13:08:00,14 days 01:26:00
319,WO117036-10,84,20300,2023-12-19 16:34:00.000,2024-04-24 00:00:00.000,-127 days +16:34:00,-141 days +14:14:00,14 days 02:20:00
